"Any","Trimestre","Codi_Districte","Nom_Districte","Codi_Barri","Nom_Barri","Lloguer_mitja","Preu"
2021,2,8,"Nou Barris",51,"Verdun","Lloguer mitjà mensual (Euros/mes)","648.9"
2021,2,8,"Nou Barris",52,"la Prosperitat","Lloguer mitjà mensual (Euros/mes)","680.9"
2021,2,8,"Nou Barris",53,"la Trinitat Nova","Lloguer mitjà mensual (Euros/mes)","598.6"
2021,2,8,"Nou Barris",54,"Torre Baró","Lloguer mitjà mensual (Euros/mes)","--"
2021,2,8,"Nou Barris",55,"Ciutat Meridiana","Lloguer mitjà mensual (Euros/mes)","488.1"
2021,2,8,"Nou Barris",56,"Vallbona","Lloguer mitjà mensual (Euros/mes)","--"
2021,2,9,"Sant Andreu",57,"la Trinitat Vella","Lloguer mitjà mensual (Euros/mes)","592.4"
2021,2,9,"Sant Andreu",58,"Baró de Viver","Lloguer mitjà mensual (Euros/mes)","447.5"
2021,2,9,"Sant Andreu",59,"el Bon Pastor","Lloguer mitjà mensual (Euros/mes)","741.9"
2021,2,9,"Sant Andreu",60,"Sant Andreu","Lloguer mitjà mensual (Euros/mes)","757.2"
2021,2,9,"Sant Andreu",61,"la Sagrera","Lloguer mitjà mensual (Euros/mes)","737.4"
2021,2,9,"Sant Andreu",62,"el Congrés i els Indians","Lloguer mitjà mensual (Euros/mes)","791.3"
2021,2,9,"Sant Andreu",63,"Navas","Lloguer mitjà mensual (Euros/mes)","827.2"
2021,2,10,"Sant Martí",64,"el Camp de l'Arpa del Clot","Lloguer mitjà mensual (Euros/mes)","795.6"
2021,2,10,"Sant Martí",65,"el Clot","Lloguer mitjà mensual (Euros/mes)","786.4"
2021,2,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou","Lloguer mitjà mensual (Euros/mes)","911.1"
2021,2,10,"Sant Martí",67,"la Vila Olímpica del Poblenou","Lloguer mitjà mensual (Euros/mes)","1248.6"
2021,2,10,"Sant Martí",68,"el Poblenou","Lloguer mitjà mensual (Euros/mes)","912.4"
2021,2,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou","Lloguer mitjà mensual (Euros/mes)","948.3"
2021,2,10,"Sant Martí",70,"el Besòs i el Maresme","Lloguer mitjà mensual (Euros/mes)","700.8"
2021,2,10,"Sant Martí",71,"Provençals del Poblenou","Lloguer mitjà mensual (Euros/mes)","884.8"
2021,2,10,"Sant Martí",72,"Sant Martí de Provençals","Lloguer mitjà mensual (Euros/mes)","799.7"
2021,2,10,"Sant Martí",73,"la Verneda i la Pau","Lloguer mitjà mensual (Euros/mes)","728.2"
2021,2,1,"Ciutat Vella",1,"el Raval","Lloguer mitjà per superfície (Euros/m2 mes)","12.9"
2021,2,1,"Ciutat Vella",2,"el Barri Gòtic","Lloguer mitjà per superfície (Euros/m2 mes)","12.7"
2021,2,1,"Ciutat Vella",3,"la Barceloneta","Lloguer mitjà per superfície (Euros/m2 mes)","15.9"
2021,2,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera","Lloguer mitjà per superfície (Euros/m2 mes)","13.6"
2021,2,2,"Eixample",5,"el Fort Pienc","Lloguer mitjà per superfície (Euros/m2 mes)","12.7"
2021,2,2,"Eixample",6,"la Sagrada Família","Lloguer mitjà per superfície (Euros/m2 mes)","13.5"
2021,2,2,"Eixample",7,"la Dreta de l'Eixample","Lloguer mitjà per superfície (Euros/m2 mes)","13.1"
2021,2,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample","Lloguer mitjà per superfície (Euros/m2 mes)","13.3"
2021,2,2,"Eixample",9,"la Nova Esquerra de l'Eixample","Lloguer mitjà per superfície (Euros/m2 mes)","13.2"
2021,2,2,"Eixample",10,"Sant Antoni","Lloguer mitjà per superfície (Euros/m2 mes)","13.0"
2021,2,3,"Sants-Montjuïc",11,"el Poble Sec","Lloguer mitjà per superfície (Euros/m2 mes)","13.5"
2021,2,3,"Sants-Montjuïc",12,"la Marina del Prat Vermell","Lloguer mitjà per superfície (Euros/m2 mes)","--"
2021,2,3,"Sants-Montjuïc",13,"la Marina de Port","Lloguer mitjà per superfície (Euros/m2 mes)","10.8"
2021,2,3,"Sants-Montjuïc",14,"la Font de la Guatlla","Lloguer mitjà per superfície (Euros/m2 mes)","12.5"
2021,2,3,"Sants-Montjuïc",15,"Hostafrancs","Lloguer mitjà per superfície (Euros/m2 mes)","13.1"
2021,2,3,"Sants-Montjuïc",16,"la Bordeta","Lloguer mitjà per superfície (Euros/m2 mes)","12.0"
2021,2,3,"Sants-Montjuïc",17,"Sants - Badal","Lloguer mitjà per superfície (Euros/m2 mes)","13.1"
2021,2,3,"Sants-Montjuïc",18,"Sants","Lloguer mitjà per superfície (Euros/m2 mes)","13.2"
2021,2,4,"Les Corts",19,"les Corts","Lloguer mitjà per superfície (Euros/m2 mes)","13.8"
2021,2,4,"Les Corts",20,"la Maternitat i Sant Ramon","Lloguer mitjà per superfície (Euros/m2 mes)","13.3"
2021,2,4,"Les Corts",21,"Pedralbes","Lloguer mitjà per superfície (Euros/m2 mes)","15.5"
2021,2,5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes","Lloguer mitjà per superfície (Euros/m2 mes)","13.0"
2021,2,5,"Sarrià-Sant Gervasi",23,"Sarrià","Lloguer mitjà per superfície (Euros/m2 mes)","15.9"
2021,2,5,"Sarrià-Sant Gervasi",24,"les Tres Torres","Lloguer mitjà per superfície (Euros/m2 mes)","15.0"
2021,2,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova","Lloguer mitjà per superfície (Euros/m2 mes)","14.7"
2021,2,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany","Lloguer mitjà per superfície (Euros/m2 mes)","14.5"
2021,2,5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró","Lloguer mitjà per superfície (Euros/m2 mes)","14.2"
2021,2,6,"Gràcia",28,"Vallcarca i els Penitents","Lloguer mitjà per superfície (Euros/m2 mes)","13.6"
2021,2,6,"Gràcia",29,"el Coll","Lloguer mitjà per superfície (Euros/m2 mes)","12.8"
2021,2,6,"Gràcia",30,"la Salut","Lloguer mitjà per superfície (Euros/m2 mes)","12.1"
2021,2,6,"Gràcia",31,"la Vila de Gràcia","Lloguer mitjà per superfície (Euros/m2 mes)","13.9"
2021,2,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova","Lloguer mitjà per superfície (Euros/m2 mes)","13.6"
2021,2,7,"Horta-Guinardó",33,"el Baix Guinardó","Lloguer mitjà per superfície (Euros/m2 mes)","12.8"
2021,2,7,"Horta-Guinardó",34,"Can Baró","Lloguer mitjà per superfície (Euros/m2 mes)","12.4"
2021,2,7,"Horta-Guinardó",35,"el Guinardó","Lloguer mitjà per superfície (Euros/m2 mes)","12.8"
2021,2,7,"Horta-Guinardó",36,"la Font d'en Fargues","Lloguer mitjà per superfície (Euros/m2 mes)","11.8"
2021,2,7,"Horta-Guinardó",37,"el Carmel","Lloguer mitjà per superfície (Euros/m2 mes)","11.6"
2021,2,7,"Horta-Guinardó",38,"la Teixonera","Lloguer mitjà per superfície (Euros/m2 mes)","12.0"
2021,2,7,"Horta-Guinardó",39,"Sant Genís dels Agudells","Lloguer mitjà per superfície (Euros/m2 mes)","10.2"
2021,2,7,"Horta-Guinardó",40,"Montbau","Lloguer mitjà per superfície (Euros/m2 mes)","10.9"
2021,2,7,"Horta-Guinardó",41,"la Vall d'Hebron","Lloguer mitjà per superfície (Euros/m2 mes)","13.4"
2021,2,7,"Horta-Guinardó",42,"la Clota","Lloguer mitjà per superfície (Euros/m2 mes)","--"
2021,2,7,"Horta-Guinardó",43,"Horta","Lloguer mitjà per superfície (Euros/m2 mes)","11.8"
2021,2,8,"Nou Barris",44,"Vilapicina i la Torre Llobeta","Lloguer mitjà per superfície (Euros/m2 mes)","11.8"
2021,2,8,"Nou Barris",45,"Porta","Lloguer mitjà per superfície (Euros/m2 mes)","11.1"
2021,2,8,"Nou Barris",46,"el Turó de la Peira","Lloguer mitjà per superfície (Euros/m2 mes)","11.4"
2021,2,8,"Nou Barris",47,"Can Peguera","Lloguer mitjà per superfície (Euros/m2 mes)","--"
2021,2,8,"Nou Barris",48,"la Guineueta","Lloguer mitjà per superfície (Euros/m2 mes)","10.1"
2021,2,8,"Nou Barris",49,"Canyelles","Lloguer mitjà per superfície (Euros/m2 mes)","8.7"
2021,2,8,"Nou Barris",50,"les Roquetes","Lloguer mitjà per superfície (Euros/m2 mes)","11.2"
2021,2,8,"Nou Barris",51,"Verdun","Lloguer mitjà per superfície (Euros/m2 mes)","12.7"
2021,2,8,"Nou Barris",52,"la Prosperitat","Lloguer mitjà per superfície (Euros/m2 mes)","12.1"
2021,2,8,"Nou Barris",53,"la Trinitat Nova","Lloguer mitjà per superfície (Euros/m2 mes)","11.9"
2021,2,8,"Nou Barris",54,"Torre Baró","Lloguer mitjà per superfície (Euros/m2 mes)","--"
2021,2,8,"Nou Barris",55,"Ciutat Meridiana","Lloguer mitjà per superfície (Euros/m2 mes)","8.1"
2021,2,8,"Nou Barris",56,"Vallbona","Lloguer mitjà per superfície (Euros/m2 mes)","--"
2021,2,9,"Sant Andreu",57,"la Trinitat Vella","Lloguer mitjà per superfície (Euros/m2 mes)","10.1"
2021,2,9,"Sant Andreu",58,"Baró de Viver","Lloguer mitjà per superfície (Euros/m2 mes)","6.7"
2021,2,9,"Sant Andreu",59,"el Bon Pastor","Lloguer mitjà per superfície (Euros/m2 mes)","11.3"
2021,2,9,"Sant Andreu",60,"Sant Andreu","Lloguer mitjà per superfície (Euros/m2 mes)","11.9"
2021,2,9,"Sant Andreu",61,"la Sagrera","Lloguer mitjà per superfície (Euros/m2 mes)","11.4"
2021,2,9,"Sant Andreu",62,"el Congrés i els Indians","Lloguer mitjà per superfície (Euros/m2 mes)","11.3"
2021,2,9,"Sant Andreu",63,"Navas","Lloguer mitjà per superfície (Euros/m2 mes)","11.7"
2021,2,10,"Sant Martí",64,"el Camp de l'Arpa del Clot","Lloguer mitjà per superfície (Euros/m2 mes)","12.9"
2021,2,10,"Sant Martí",65,"el Clot","Lloguer mitjà per superfície (Euros/m2 mes)","12.6"
2021,2,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou","Lloguer mitjà per superfície (Euros/m2 mes)","13.9"
2021,2,10,"Sant Martí",67,"la Vila Olímpica del Poblenou","Lloguer mitjà per superfície (Euros/m2 mes)","17.3"
2021,2,10,"Sant Martí",68,"el Poblenou","Lloguer mitjà per superfície (Euros/m2 mes)","14.1"
2021,2,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou","Lloguer mitjà per superfície (Euros/m2 mes)","15.8"
2021,2,10,"Sant Martí",70,"el Besòs i el Maresme","Lloguer mitjà per superfície (Euros/m2 mes)","11.2"
2021,2,10,"Sant Martí",71,"Provençals del Poblenou","Lloguer mitjà per superfície (Euros/m2 mes)","13.2"
2021,2,10,"Sant Martí",72,"Sant Martí de Provençals","Lloguer mitjà per superfície (Euros/m2 mes)","11.3"
2021,2,10,"Sant Martí",73,"la Verneda i la Pau","Lloguer mitjà per superfície (Euros/m2 mes)","10.9"
2021,3,1,"Ciutat Vella",1,"el Raval","Lloguer mitjà mensual (Euros/mes)","770.5"
2021,3,1,"Ciutat Vella",2,"el Barri Gòtic","Lloguer mitjà mensual (Euros/mes)","968.4"
2021,3,1,"Ciutat Vella",3,"la Barceloneta","Lloguer mitjà mensual (Euros/mes)","826.0"
2021,3,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera","Lloguer mitjà mensual (Euros/mes)","889.1"
2021,3,2,"Eixample",5,"el Fort Pienc","Lloguer mitjà mensual (Euros/mes)","970.2"
2021,3,2,"Eixample",6,"la Sagrada Família","Lloguer mitjà mensual (Euros/mes)","912.4"
2021,3,2,"Eixample",7,"la Dreta de l'Eixample","Lloguer mitjà mensual (Euros/mes)","1168.4"
2021,3,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample","Lloguer mitjà mensual (Euros/mes)","1072.9"
2021,3,2,"Eixample",9,"la Nova Esquerra de l'Eixample","Lloguer mitjà mensual (Euros/mes)","968.6"
2021,3,2,"Eixample",10,"Sant Antoni","Lloguer mitjà mensual (Euros/mes)","934.3"
2021,3,3,"Sants-Montjuïc",11,"el Poble Sec","Lloguer mitjà mensual (Euros/mes)","787.0"
2021,3,3,"Sants-Montjuïc",12,"la Marina del Prat Vermell","Lloguer mitjà mensual (Euros/mes)","--"
2021,3,3,"Sants-Montjuïc",13,"la Marina de Port","Lloguer mitjà mensual (Euros/mes)","698.5"
2021,3,3,"Sants-Montjuïc",14,"la Font de la Guatlla","Lloguer mitjà mensual (Euros/mes)","858.7"
2021,3,3,"Sants-Montjuïc",15,"Hostafrancs","Lloguer mitjà mensual (Euros/mes)","804.6"
2021,3,3,"Sants-Montjuïc",16,"la Bordeta","Lloguer mitjà mensual (Euros/mes)","832.5"
2021,3,3,"Sants-Montjuïc",17,"Sants - Badal","Lloguer mitjà mensual (Euros/mes)","805.9"
2021,3,3,"Sants-Montjuïc",18,"Sants","Lloguer mitjà mensual (Euros/mes)","836.7"
2021,3,4,"Les Corts",19,"les Corts","Lloguer mitjà mensual (Euros/mes)","1017.0"
2021,3,4,"Les Corts",20,"la Maternitat i Sant Ramon","Lloguer mitjà mensual (Euros/mes)","982.9"
2021,3,4,"Les Corts",21,"Pedralbes","Lloguer mitjà mensual (Euros/mes)","1816.5"
2021,3,5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes","Lloguer mitjà mensual (Euros/mes)","1009.5"
2021,3,5,"Sarrià-Sant Gervasi",23,"Sarrià","Lloguer mitjà mensual (Euros/mes)","1345.2"
2021,3,5,"Sarrià-Sant Gervasi",24,"les Tres Torres","Lloguer mitjà mensual (Euros/mes)","1566.5"
2021,3,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova","Lloguer mitjà mensual (Euros/mes)","1159.6"
2021,3,5,"Sarrià-Sant Gervasi",26,"Sant Gervasi - Galvany","Lloguer mitjà mensual (Euros/mes)","1352.5"
2021,3,5,"Sarrià-Sant Gervasi",27,"el Putxet i el Farró","Lloguer mitjà mensual (Euros/mes)","1004.7"
2021,3,6,"Gràcia",28,"Vallcarca i els Penitents","Lloguer mitjà mensual (Euros/mes)","961.0"
2021,3,6,"Gràcia",29,"el Coll","Lloguer mitjà mensual (Euros/mes)","755.5"
2021,3,6,"Gràcia",30,"la Salut","Lloguer mitjà mensual (Euros/mes)","934.6"
2021,3,6,"Gràcia",31,"la Vila de Gràcia","Lloguer mitjà mensual (Euros/mes)","891.6"
2021,3,6,"Gràcia",32,"el Camp d'en Grassot i Gràcia Nova","Lloguer mitjà mensual (Euros/mes)","899.7"
2021,3,7,"Horta-Guinardó",33,"el Baix Guinardó","Lloguer mitjà mensual (Euros/mes)","836.3"
2021,3,7,"Horta-Guinardó",34,"Can Baró","Lloguer mitjà mensual (Euros/mes)","753.7"
2021,3,7,"Horta-Guinardó",35,"el Guinardó","Lloguer mitjà mensual (Euros/mes)","823.6"
2021,3,7,"Horta-Guinardó",36,"la Font d'en Fargues","Lloguer mitjà mensual (Euros/mes)","817.3"
2021,3,7,"Horta-Guinardó",37,"el Carmel","Lloguer mitjà mensual (Euros/mes)","679.3"
2021,3,7,"Horta-Guinardó",38,"la Teixonera","Lloguer mitjà mensual (Euros/mes)","686.3"
2021,3,7,"Horta-Guinardó",39,"Sant Genís dels Agudells","Lloguer mitjà mensual (Euros/mes)","785.6"
2021,3,7,"Horta-Guinardó",40,"Montbau","Lloguer mitjà mensual (Euros/mes)","745.9"
2021,3,7,"Horta-Guinardó",41,"la Vall d'Hebron","Lloguer mitjà mensual (Euros/mes)","878.1"
2021,3,7,"Horta-Guinardó",42,"la Clota","Lloguer mitjà mensual (Euros/mes)","--"
2021,3,7,"Horta-Guinardó",43,"Horta","Lloguer mitjà mensual (Euros/mes)","754.9"
2021,3,8,"Nou Barris",44,"Vilapicina i la Torre Llobeta","Lloguer mitjà mensual (Euros/mes)","747.5"
2021,3,8,"Nou Barris",45,"Porta","Lloguer mitjà mensual (Euros/mes)","712.8"
2021,3,8,"Nou Barris",46,"el Turó de la Peira","Lloguer mitjà mensual (Euros/mes)","681.8"
2021,3,8,"Nou Barris",47,"Can Peguera","Lloguer mitjà mensual (Euros/mes)","--"
2021,3,8,"Nou Barris",48,"la Guineueta","Lloguer mitjà mensual (Euros/mes)","653.2"
2021,3,8,"Nou Barris",49,"Canyelles","Lloguer mitjà mensual (Euros/mes)","769.9"
2021,3,8,"Nou Barris",50,"les Roquetes","Lloguer mitjà mensual (Euros/mes)","628.7"
2021,3,8,"Nou Barris",51,"Verdun","Lloguer mitjà mensual (Euros/mes)","666.6"
2021,3,8,"Nou Barris",52,"la Prosperitat","Lloguer mitjà mensual (Euros/mes)","669.5"
2021,3,8,"Nou Barris",53,"la Trinitat Nova","Lloguer mitjà mensual (Euros/mes)","610.4"
2021,3,8,"Nou Barris",54,"Torre Baró","Lloguer mitjà mensual (Euros/mes)","--"
2021,3,8,"Nou Barris",55,"Ciutat Meridiana","Lloguer mitjà mensual (Euros/mes)","547.7"
2021,3,8,"Nou Barris",56,"Vallbona","Lloguer mitjà mensual (Euros/mes)","--"
2021,3,9,"Sant Andreu",57,"la Trinitat Vella","Lloguer mitjà mensual (Euros/mes)","585.0"
2021,3,9,"Sant Andreu",58,"Baró de Viver","Lloguer mitjà mensual (Euros/mes)","--"
2021,3,9,"Sant Andreu",59,"el Bon Pastor","Lloguer mitjà mensual (Euros/mes)","644.1"
2021,3,9,"Sant Andreu",60,"Sant Andreu","Lloguer mitjà mensual (Euros/mes)","792.9"
2021,3,9,"Sant Andreu",61,"la Sagrera","Lloguer mitjà mensual (Euros/mes)","772.8"
2021,3,9,"Sant Andreu",62,"el Congrés i els Indians","Lloguer mitjà mensual (Euros/mes)","751.9"
2021,3,9,"Sant Andreu",63,"Navas","Lloguer mitjà mensual (Euros/mes)","805.3"
2021,3,10,"Sant Martí",64,"el Camp de l'Arpa del Clot","Lloguer mitjà mensual (Euros/mes)","830.8"
2021,3,10,"Sant Martí",65,"el Clot","Lloguer mitjà mensual (Euros/mes)","822.2"
2021,3,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou","Lloguer mitjà mensual (Euros/mes)","1024.4"
2021,3,10,"Sant Martí",67,"la Vila Olímpica del Poblenou","Lloguer mitjà mensual (Euros/mes)","1343.1"
2021,3,10,"Sant Martí",68,"el Poblenou","Lloguer mitjà mensual (Euros/mes)","971.3"
2021,3,10,"Sant Martí",69,"Diagonal Mar i el Front Marítim del Poblenou","Lloguer mitjà mensual (Euros/mes)","1162.9"
2021,3,10,"Sant Martí",70,"el Besòs i el Maresme","Lloguer mitjà mensual (Euros/mes)","736.1"
2021,3,10,"Sant Martí",71,"Provençals del Poblenou","Lloguer mitjà mensual (Euros/mes)","962.7"
2021,3,10,"Sant Martí",72,"Sant Martí de Provençals","Lloguer mitjà mensual (Euros/mes)","804.2"
2021,3,10,"Sant Martí",73,"la Verneda i la Pau","Lloguer mitjà mensual (Euros/mes)","752.9"
2021,3,1,"Ciutat Vella",1,"el Raval","Lloguer mitjà per superfície (Euros/m2 mes)","12.9"
2021,3,1,"Ciutat Vella",2,"el Barri Gòtic","Lloguer mitjà per superfície (Euros/m2 mes)","12.9"
2021,3,1,"Ciutat Vella",3,"la Barceloneta","Lloguer mitjà per superfície (Euros/m2 mes)","16.3"
2021,3,1,"Ciutat Vella",4,"Sant Pere, Santa Caterina i la Ribera","Lloguer mitjà per superfície (Euros/m2 mes)","13.4"
2021,3,2,"Eixample",5,"el Fort Pienc","Lloguer mitjà per superfície (Euros/m2 mes)","13.2"
2021,3,2,"Eixample",6,"la Sagrada Família","Lloguer mitjà per superfície (Euros/m2 mes)","13.6"
2021,3,2,"Eixample",7,"la Dreta de l'Eixample","Lloguer mitjà per superfície (Euros/m2 mes)","13.0"
2021,3,2,"Eixample",8,"l'Antiga Esquerra de l'Eixample","Lloguer mitjà per superfície (Euros/m2 mes)","13.6"
2021,3,2,"Eixample",9,"la Nova Esquerra de l'Eixample","Lloguer mitjà per superfície (Euros/m2 mes)","13.3"
2021,3,2,"Eixample",10,"Sant Antoni","Lloguer mitjà per superfície (Euros/m2 mes)","13.0"
2021,3,3,"Sants-Montjuïc",11,"el Poble Sec","Lloguer mitjà per superfície (Euros/m2 mes)","13.8"
2021,3,3,"Sants-Montjuïc",12,"la Marina del Prat Vermell","Lloguer mitjà per superfície (Euros/m2 mes)","--"
2021,3,3,"Sants-Montjuïc",13,"la Marina de Port","Lloguer mitjà per superfície (Euros/m2 mes)","10.2"
2021,3,3,"Sants-Montjuïc",14,"la Font de la Guatlla","Lloguer mitjà per superfície (Euros/m2 mes)","12.7"
2021,3,3,"Sants-Montjuïc",15,"Hostafrancs","Lloguer mitjà per superfície (Euros/m2 mes)","13.0"
2021,3,3,"Sants-Montjuïc",16,"la Bordeta","Lloguer mitjà per superfície (Euros/m2 mes)","12.3"
2021,3,3,"Sants-Montjuïc",17,"Sants - Badal","Lloguer mitjà per superfície (Euros/m2 mes)","13.5"
2021,3,3,"Sants-Montjuïc",18,"Sants","Lloguer mitjà per superfície (Euros/m2 mes)","12.9"
2021,3,4,"Les Corts",19,"les Corts","Lloguer mitjà per superfície (Euros/m2 mes)","14.3"
2021,3,4,"Les Corts",20,"la Maternitat i Sant Ramon","Lloguer mitjà per superfície (Euros/m2 mes)","13.0"
2021,3,4,"Les Corts",21,"Pedralbes","Lloguer mitjà per superfície (Euros/m2 mes)","15.8"
2021,3,5,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes","Lloguer mitjà per superfície (Euros/m2 mes)","11.4"
2021,3,5,"Sarrià-Sant Gervasi",23,"Sarrià","Lloguer mitjà per superfície (Euros/m2 mes)","16.1"
2021,3,5,"Sarrià-Sant Gervasi",24,"les Tres Torres","Lloguer mitjà per superfície (Euros/m2 mes)","15.5"
2021,3,5,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova","Lloguer mitjà per superfície (Euros/m2 mes)","15.3"
